,H1,H2,H3,H4,H5,rad,win,mot,n_mot
173,50.27797850425898,62.18131521840381,61.55668306806332,54.966798687113894,51.395887351154705,1.2,10.0,17.0,2
174,-299.8487500263373,-63.31541795276931,15.244427593949979,308.11841207768424,-578.0686897095117,1.2,10.0,18.0,1
175,-0.594770682996554,8.159177774846846,-12.873926684163123,-37.597675315277385,-23.67050740794558,1.2,10.0,19.0,2
176,-41.193629806233574,-1923.3666954829832,-27.870511721439726,95.46598947574913,92.85478508069562,1.2,22.0,0.0,1
177,-17.310121465977044,-34.90608854623388,1.6284271342624255,-3.965913201167343,-22.38271588439017,1.2,22.0,4.0,2
178,203.27597234496562,504.85421392923786,549.7953271602415,528.3418180423539,644.0801938812939,1.2,22.0,6.0,1
179,-69.06067618437802,-56.72115944962137,33.42956186172922,-14.575403750008311,-24.192230778240457,1.2,22.0,7.0,4
180,-20.87852039626388,-230.9050862901495,-318.54304146314973,-359.112527607836,-538.012880766862,1.2,22.0,10.0,3
181,282.58100271464195,456.98824162946175,374.5404089108599,578.5220562044872,608.9664928088451,1.2,22.0,12.0,1
182,387.8602900477392,447.0413202353687,582.6181323916336,712.867923714087,543.4314494915263,1.2,22.0,14.0,1
183,115.85217247833312,91.94531175141,104.71463104431311,172.53702793263142,119.16206554247637,1.2,22.0,15.0,1
184,-150.75776077486825,-427.46148887059627,-269.44009201803937,324.14521693966384,27.923003825787205,1.2,22.0,16.0,2
185,152.3193360747919,118.81276233444484,-65.37025871571866,-47.716011183837864,-246.90701527073745,1.2,22.0,17.0,1
186,10.430122667782726,-11.992939552616889,1.6446003409742502,7.190268469464346,28.34558898499597,1.2,22.0,18.0,8
187,-17.310121465977044,-34.90608854623388,1.6284271342624255,-3.965913201167343,-22.38271588439017,1.2,24.0,1.0,2
188,-216.49617587336456,-75.83859310788705,156.8815315989058,33.686422943721624,1.7132930846600853,1.2,24.0,2.0,3
189,300.13931737266176,464.9297430116816,550.5403899627862,560.5751834182449,596.0854068859234,1.2,24.0,5.0,1
190,-1.2411762035688128,8.691693157970732,27.38444048558503,-0.5963690742979679,-4.841536776036897,1.2,24.0,8.0,3
191,-119.38078307222301,-63.126497696975164,-30.99380180757639,8.08911213832959,-42.10808557529708,1.2,24.0,9.0,5
192,-75.97793951574633,17.104780297762957,27.326430683360208,27.03111263453468,38.269603924311355,1.2,24.0,12.0,5
193,15.723511455860844,217.0621069326706,118.9880938863914,74.6733387849053,60.483369339474876,1.2,24.0,13.0,1
194,-161.1991273919626,95.71877544499566,71.15800557133609,62.79298953913331,65.96381647768283,1.2,24.0,14.0,1
195,-25.675650518106224,10.410924003098764,-137.59618110949452,-336.2810310760403,134.78795178191723,1.2,24.0,15.0,1
196,30.637907562055275,-8.872874783893845,-99.25102414831166,47.565378185338886,100.807707196831,1.2,24.0,16.0,4
197,-28.37353492661105,-95.33629940614261,-4.142247076637215,5.518893717972825,-24.833896736285944,1.2,24.0,19.0,10
198,282.58100271464195,456.98824162946175,374.5404089108599,578.5220562044872,608.9664928088451,1.2,30.0,2.0,1
199,-130.7943399786279,-127.94666403286794,-119.72001306928158,-147.210512362708,-130.4927214975835,1.2,30.0,4.0,2
200,-62.548954251481234,-331.4444400455672,-281.58814229137425,173.03174795925256,-15.442597509198862,1.2,30.0,5.0,3
201,59.12715530330748,138.47356537763204,95.5996600309173,128.24540077987012,97.13341717696379,1.2,30.0,6.0,1
202,58.275674449708845,65.73634160763777,38.97942359840523,-3.033265138986181,-2.635260758648883,1.2,30.0,7.0,3
203,-84.64817601898908,-161.1409424819451,-42.04053393159924,367.4388176316078,-123.94370406566765,1.2,30.0,9.0,6
204,-161.1991273919626,95.71877544499566,71.15800557133609,62.79298953913331,65.96381647768283,1.2,30.0,10.0,1
205,20.08916425098568,5.60980446927587,-3.044243029099375,12.721734195700712,12.597155983798253,1.2,30.0,12.0,5
206,21.618600512824447,24.619195588690136,20.84820290980267,29.960861439670886,31.219299588802755,1.2,30.0,13.0,10
207,70.73228010061342,173.60067333549006,257.88560655224643,281.42003204942324,271.64821590920576,1.2,30.0,14.0,3
208,47.89072339702595,-18.163470546218193,-43.02959021610357,-37.266235269519726,-7.9658619913642426,1.2,30.0,15.0,3
209,-2.515811622837334,-4.559970804357681,-8.588557294690794,2.3215180389880565,-8.396415224687647,1.2,30.0,16.0,7
210,-117.24726805596146,-420.60836280169934,-662.4221599038597,-2477.86855417412,-1541.352457897006,1.2,30.0,18.0,1
211,12.610714946412394,96.51909083864788,159.77995933789646,124.53864423321946,49.79689882448032,1.2,30.0,19.0,3
212,347.5419513207293,382.51115787216156,528.7549929716956,437.0078247512263,615.3411825091679,1.2,36.0,2.0,1
213,58.27233124842351,-5.551184446159539,221.67390382377386,126.22149523910495,275.55259867397143,1.2,36.0,3.0,1
214,-826.1512505877346,-2386.2242880534004,-1546.7871957664959,-245.57494446017773,-1450.9819873963988,1.2,36.0,5.0,3
215,-331.30524446384084,76.10766073579742,-77.3561532303154,32.54498221498592,130.42171768744524,1.2,36.0,6.0,2
216,113.28178518719807,115.83561765054739,140.73607825740862,69.46438707747885,101.6390136125402,1.2,36.0,10.0,4
217,-33.03658604770382,104.7207268874136,56.10249584992472,95.4980991571075,79.30775084079953,1.2,36.0,11.0,4
218,107.90454730125606,125.08031219242383,81.44904617334419,88.37422041503227,105.17098063716871,1.2,36.0,14.0,7
219,-161.1991273919626,95.71877544499566,71.15800557133609,62.79298953913331,65.96381647768283,1.2,36.0,16.0,1
220,301.2541653291312,-22.8900320138074,164.29451917749589,-73.80069947962147,430.49780149625695,1.2,36.0,17.0,2
221,5.330090719764897,13.46112295721909,-100.32043089526566,-53.550246596302415,-73.94778469169839,1.2,36.0,18.0,3
222,4.655946919871422,-2602.9634272785765,-3238.340808955159,13.01978086783753,-7596.337784613949,1.4,12.0,0.0,1
223,73.01015958021723,-29.62347467231598,48.538061175662705,50.783766466846586,-42.02160595403075,1.4,12.0,2.0,4
224,148.28905392772538,12.743517219250549,-5.414669165835278,68.0016676371385,38.203942221986956,1.4,12.0,3.0,2
225,-29.792379245275647,46.78936006472727,-114.09212723495716,80.57638687066364,61.477110811530444,1.4,12.0,4.0,2
226,98.51314898507778,4.387853170124153,92.20263521961888,92.89364198009308,-0.4285949233554973,1.4,12.0,5.0,5
227,16.49260148966445,115.92451750420352,61.79562756959726,-24.186861250813322,8.660327065729149,1.4,12.0,7.0,5
228,46.10998674009153,-23.439917883292765,94.13753263010119,94.79032471079778,-29.663761165680157,1.4,12.0,9.0,9
229,-18.045897156436126,-20.31610148119611,-4.790928841820736,34.05618945681614,-8.383727542734135,1.4,12.0,10.0,8
230,-70.45787892777153,-65.60180714912718,-183.79545475013654,-87.01022725168175,-85.31198719736624,1.4,12.0,11.0,1
231,39.558918270772054,-5.662656721204328,46.40720576041052,52.88931055229072,-15.038108118739174,1.4,12.0,13.0,10
232,-14.234855843023148,-6.964278129903576,-17.33462907383492,-8.363739995373319,-15.333955054823399,1.4,12.0,14.0,2
233,24.005425535216375,54.0778825625982,-33.485342693053084,-17.23472277702167,-43.160033385113636,1.4,12.0,15.0,3
234,22.998526564355416,-387.31108369761336,-194.5169287146485,-1.4925656972409769,-76.42016143625189,1.4,12.0,16.0,3
235,-316.1962419297354,-739.0506401909704,-701.4627740567993,491.7580583663078,-439.9725781271489,1.4,12.0,17.0,3
236,32.877460722912446,29.48285968001299,5.075354136031409,42.303187594569415,36.90981509997291,1.4,12.0,18.0,2
237,69.385697268935,-3975.826080535734,-2988.7398266998625,257.4520101538189,117.4256593370489,1.4,12.0,19.0,1
238,-180.6233302730957,82.80072310401383,78.51030400796978,107.28086115676254,101.18034659674777,1.4,14.0,0.0,1
239,61.05253820670268,408.42356129650767,26.81031829699259,8.39648039090389,38.64628053205946,1.4,14.0,1.0,4
240,-18.073511114584733,-106.52428443563129,-120.69098820519109,-60.52735117850696,-118.60729267994878,1.4,14.0,3.0,2
241,-148.53796494764373,65.5349895395662,38.471936590460054,76.27891767295279,27.910385927475772,1.4,14.0,4.0,2
242,61.64005158009823,2.2183322829141545,121.88797531566892,21.34182616841896,136.5386760463971,1.4,14.0,5.0,2
